Date,Temperature_Max (°C),Temperature_Min (°C),Humidity (%),Rainfall (mm),PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),Seismic Activity (Richter),Wind Speed (km/h),Visitors,Biological Growth (%),Soil Erosion (mm/year)
13-08-2010,33.1,28.5,63.4,189.6,19.8,160.6,60,4.1,22.5,558,18,1.21
14-08-2010,38.5,20.7,48.4,90.4,62.9,136.9,20.2,3.6,10.6,679,35.5,2.81
15-08-2010,39,17.4,42.6,291.3,142.1,22,12.8,5.1,13.6,137,17.7,2.01
16-08-2010,39.8,15.1,75.3,132.8,91.9,182.2,19.2,3.6,7.3,742,34.6,2.73
17-08-2010,42.4,29.5,42.3,53.5,23.5,85.5,11.8,2.3,20.8,583,17.2,1.44
18-08-2010,35.9,16,66.5,66.9,128,134.8,25.8,4.2,22.3,917,32.4,2.82
19-08-2010,35.3,29.9,60.6,126.1,75.2,42.2,10.3,5.4,21.5,774,17.4,2.25
20-08-2010,30.3,19.3,61.3,95.6,51.7,124,57.9,5.5,5.5,937,28.4,1.4
21-08-2010,40.2,29.7,84.4,247,67.5,169.9,67.5,4.3,21.3,240,43.8,2.75
22-08-2010,44.8,26.8,54,16.5,10.5,27.8,79.4,3.5,5.9,506,40.7,1.06
23-08-2010,31.4,26.4,57.4,32,108.6,88.2,59.8,4.2,13,658,44.4,2.68
24-08-2010,30.3,25.7,74.9,43.8,140.4,165.9,18.6,4.7,15.1,804,17.9,0.84
25-08-2010,39,23.7,81,36.6,95.9,119.9,18.4,4.9,21.4,277,18.4,1.42
26-08-2010,26.4,20.3,58.5,86,141.6,113.6,54.1,2.7,21.3,840,6.8,0.71
27-08-2010,33.4,26.3,46.4,64.5,83,127.6,70.9,6,6.9,733,9.2,2.75
28-08-2010,25.2,18.8,61,241.6,126.9,181.4,30.8,4.5,28.1,175,22,2.32
29-08-2010,29.7,18,74,120.5,125.2,161.6,35.1,3.2,19.6,808,8.5,2.59
30-08-2010,33.8,27.9,75.8,81.5,105.4,22.1,58.6,3.6,5.9,243,5.1,2.37
31-08-2010,38.3,20.5,44,63.5,95.9,110,50.2,2.2,29.1,555,47.4,2.19
01-09-2010,26,19.8,40.7,63.2,96.4,134.9,59.7,3.3,26.7,990,32.1,0.72
02-09-2010,28.9,16.4,64.2,84.4,94.1,47.6,53.2,5.6,14.2,266,16.6,2.7
03-09-2010,36.1,24.9,89.3,158,23.8,189.1,56,3.8,8.7,331,5.4,2.69
04-09-2010,26.1,16.9,58.4,210.4,27.9,100.2,64.2,5.8,19.2,810,20.6,2.76
05-09-2010,29.4,26.3,57.9,203.7,125.3,108.3,67.8,3.5,16.4,389,12.7,1.21
06-09-2010,41.5,19.2,67.6,142.6,29.3,107.2,79.6,5.1,22,324,9,0.82
07-09-2010,34.9,24.4,53.6,71.8,67.7,70.9,53.6,2.2,29.3,562,30.7,2.65
08-09-2010,25.2,21,43,169.3,38.1,67.7,74,3.4,21,242,12.9,1.67
09-09-2010,29.2,19.4,50.5,122.3,35.4,114.6,72.5,4.2,7.5,702,8.9,1.64
10-09-2010,32.3,16.8,72,52.7,75,128.9,49.9,3.4,10.3,344,29.3,1.56
11-09-2010,44.3,16.9,77.5,27.5,40.9,162.7,12.7,2.6,27,189,40.7,2.07
12-09-2010,36.6,18.4,69,242.6,52,184,20.8,4.2,22.2,838,43.7,2.98
13-09-2010,29.4,27.7,86.4,277.7,38.8,83.3,64.6,3,27.1,432,28.9,1.04
14-09-2010,29.2,29.5,53.5,142.5,88.4,37.6,11.5,5.2,15.4,901,39.3,0.92
15-09-2010,36.8,24.3,67.4,30.6,68.3,53.8,53.9,4.7,17.5,548,12.7,0.67
16-09-2010,34.8,24.3,57.4,73.1,36.1,42.5,64.8,2.7,21,405,24.7,0.93
17-09-2010,29,15.9,45.1,162.3,14.2,174.9,39.7,5.3,19.4,361,32.2,1.58
18-09-2010,42.8,23.5,66.5,1.1,51.3,172.5,21.5,5.5,17.8,192,22.9,1.41
19-09-2010,39.9,20.2,58.6,214.1,31.3,44.8,22.9,5.5,7.8,787,35.7,1.59
20-09-2010,32.6,18.4,54,12.4,42.6,114,54.1,4.5,16.2,129,28.2,1.61
21-09-2010,40.4,27,77.9,222.1,39.3,99.1,39.6,3.3,7.6,978,28.8,1.2
22-09-2010,28.8,23.8,89,163.8,74.3,96.4,11,4,11.1,393,11.9,1.65
23-09-2010,38.3,29.3,71.3,93.2,52.6,77.2,68.7,5.9,19.6,174,46.1,2.35
24-09-2010,38.9,16.2,44.4,165.1,44.9,150.3,65.6,2.1,29.6,397,6.9,0.54
25-09-2010,32.6,21.1,57.9,62.2,129.5,168.8,24.4,5.9,20.7,137,18.1,0.61
26-09-2010,33.3,22.6,59.1,282.9,12.6,68.3,69.9,5,26.1,102,45.4,2.08
27-09-2010,38.7,22.6,43.9,92.2,11.4,52.9,31.8,2.3,19.1,446,17.1,0.98
28-09-2010,42.9,24.1,57.4,224.9,82.2,188.8,48.5,2.1,10,681,36.3,1.24
29-09-2010,37.3,20.4,89.4,40.2,110.5,107.1,43.3,5.6,8.7,918,5.3,2.86
30-09-2010,35,24,84,55.6,110.4,143.6,78.9,5.5,6,471,40.7,1.58
01-10-2010,36.8,20.2,56.8,171.3,129.4,55.3,80,5.4,8.6,313,13.7,2.96
02-10-2010,38.4,18,59.9,78.9,149.8,96.5,52.3,5.7,13.2,677,20.5,0.81
03-10-2010,37.5,23.8,64.9,90.6,37,189.2,33.6,3.5,20.4,100,12.8,1.32
04-10-2010,42.3,18.4,54,70.5,27,122.4,54.4,5.9,23.2,995,7,2.28
05-10-2010,38.1,27.2,80.6,193.6,71.9,135.8,41.2,4.2,19.3,201,35.5,2
06-10-2010,27.5,22.4,65.9,199.5,49,41.8,65.9,3.1,15.6,676,47.5,0.91
07-10-2010,38.5,17.9,44.8,281.2,93.9,65.9,24.5,5.9,11.2,509,21.5,1.92
08-10-2010,26.7,24.3,70.6,100.4,53.7,75.2,36.8,2.2,11.7,825,26.2,1.27
09-10-2010,30,27.8,85.8,294.1,26.1,33,21.3,3.6,16.3,728,7.8,1.01
10-10-2010,29.9,20.7,82.2,205.1,82.6,186.6,11.7,3.4,24,361,30.8,1.48
11-10-2010,28.5,17.9,46.7,177.6,131.2,149,63.1,2.3,11.7,818,10.8,1.4
12-10-2010,37.1,28.8,49,73.6,146,96.7,19.3,2.1,15.5,417,22,1.48
13-10-2010,43.1,18.9,51.2,120.4,78.7,23.3,58.5,5.8,14.9,425,20.2,0.84
14-10-2010,33.6,24.3,44.6,211.3,143.1,158.4,71.2,5,29.7,649,43.3,2.35
15-10-2010,38.6,27.9,76.3,110.3,81.9,33.1,32.5,4.2,25.3,425,42.6,1.34
16-10-2010,34.3,25.7,46.9,172.8,148.6,178.4,23.6,2.3,26.3,720,41.4,0.87
17-10-2010,31.1,23,73,220.7,38.3,54.7,13.3,3.1,27.1,841,28.3,2.88
18-10-2010,29.9,27.8,52.1,220.2,108.5,99.2,76.2,3.8,7.1,534,7.7,2.25
19-10-2010,41.9,27.2,61,205.4,13.9,191.3,55.5,2.3,25.7,401,23.8,1.68
20-10-2010,39,26.7,71.6,45.9,78,78.8,52.5,3.8,25.9,370,15.7,1.37
21-10-2010,32.3,18.5,57.5,177.6,59,166.7,51.6,5.7,25.5,476,49.3,1.97
22-10-2010,41,16.6,70.2,295.6,66.2,133.4,49,5.2,10.7,778,23.6,1.56
23-10-2010,28.4,17.8,62.5,105.6,127.9,46.7,22.6,4,16.1,664,21.1,1.07
24-10-2010,35.4,19.1,41.2,115.5,72.8,182.4,77.1,3.5,25,458,37.3,2.79
25-10-2010,26.2,27.8,51.4,252.8,87.9,159.6,22.7,5.6,24.6,104,8.5,2.26
26-10-2010,38.6,26.2,87.6,159.7,17.1,40.6,24.8,5.4,23.9,921,46.7,2.95
27-10-2010,31.3,19.4,44.9,218,21.3,171.5,69.2,4.9,29.4,594,19.4,1.63
28-10-2010,33.2,19.9,51.9,122.1,46.6,165,11.3,5.8,28,171,29.3,2.1
29-10-2010,25.8,16.1,85,236.7,39.2,27.2,11.8,2.6,8.9,849,44.5,1.5
30-10-2010,28.3,17.3,75,190.4,50.1,192.2,18.6,5.6,22.1,141,29.1,2.83
31-10-2010,29,16.6,89.6,44.9,87.7,59.6,77.3,5.1,26.9,151,12.8,2.6
01-11-2010,25.5,22,54.7,33.8,77,129.8,18.7,5.3,6.6,879,24.7,1.56
02-11-2010,36.3,17.2,47.2,280.5,146,88.4,36.3,5.5,22.1,543,43.3,2.73
03-11-2010,25.5,20.1,79.5,239.5,83,141.3,46.7,4.1,20.9,379,43.6,2.43
04-11-2010,38.3,29.7,47.7,195.6,14,112.9,62.8,2.2,13.9,349,6.9,1.97
05-11-2010,43,23,77.4,103.2,128.2,70.4,27.6,4.2,14.1,249,40.9,2.97
06-11-2010,39.7,21.1,41.3,29.9,119.1,167,24.4,4.4,5.8,117,6,2.14
07-11-2010,32.8,17.7,63.9,143.8,17.7,38.4,69.4,2.8,8.2,498,32.7,0.55
08-11-2010,44.3,22.5,64.5,40,125.6,102.1,23.1,2.5,7.5,319,32.2,1.16
09-11-2010,26,22.1,73.7,205.3,34.6,107.4,15.2,3.3,15.3,198,33.5,2.14
10-11-2010,41.9,20.9,55.9,55.2,125.1,136.5,14.4,3.1,7.5,664,38.6,2.64
11-11-2010,31.5,28.5,51.7,26.9,96.3,68.1,34.5,3.3,15.1,707,12.2,1.38
12-11-2010,26.2,16.1,76.3,204.2,136.7,26.1,33.7,5.2,17.4,306,19.9,0.97
13-11-2010,35.7,25.7,45.4,236.5,144.3,119.5,62.3,4.2,16.5,465,8.2,2.93
14-11-2010,43.2,22.6,80.3,151.1,19.1,169,75,4.1,20.7,779,37,1.89
15-11-2010,33.9,17.5,80.1,209.4,143.2,115,77.8,6,13.4,782,6.1,0.87
16-11-2010,40,24.9,74.2,288.9,69,111,55.8,5.5,17,410,12.6,2.56
17-11-2010,27.4,26.1,84.2,252.7,61.4,78.6,23.2,2.3,20.7,777,15.9,2.33
18-11-2010,43.7,20.6,82.8,136.6,141.7,109.6,43.8,4.1,9.2,359,5.3,2.54
19-11-2010,38,29.6,45.5,200.3,110,125.8,47.8,3.1,14.7,144,13.2,2.26
20-11-2010,30.2,18.2,55.4,170.2,41.9,55.1,22.5,4.7,15.2,574,27,2.22
21-11-2010,25.4,29.8,73.9,253.1,51.6,80.1,60,2.5,12.6,639,44.7,1.26
22-11-2010,42.9,24.3,57.4,220.6,40.4,49.2,61.3,4.7,23.3,902,40.3,2.71
23-11-2010,33.8,28.5,53.3,21.8,138.1,30,77.6,5.2,10.7,370,48.1,2.66
24-11-2010,42.9,21.6,59.3,161.4,25.5,120.1,30.7,2.9,28.7,355,5.5,1.57
25-11-2010,35.3,24.8,61.7,52.4,87.3,112.2,17.4,3.9,25.4,316,35.1,1.89
26-11-2010,31.7,27.6,84.9,252.8,111.5,65.3,35.3,4.2,5.3,650,38.8,2.94
27-11-2010,33.6,18,86.6,119,42,182.5,79,2.4,13.9,288,14.3,0.98
28-11-2010,38.6,23,80.5,182.5,109.3,154.8,16.9,3.2,24.9,689,20.2,1.46
29-11-2010,33.3,16.2,42.6,13.7,135.7,179.3,71.2,5.6,17.2,408,40.2,1.81
30-11-2010,29.7,15.6,73.1,223,135.7,45.9,67.7,3.5,21.2,498,39.7,0.66
01-12-2010,44.2,15.8,61.1,220.5,101.1,115.2,23.1,5.9,24.1,497,5.9,0.95
02-12-2010,29,15.8,57.5,50.6,51.1,98.9,69.2,2.2,19.6,898,5.3,2.09
03-12-2010,33.5,20.8,73.8,1.1,105.7,35.5,73.9,4.4,12.4,876,5.7,1.78
04-12-2010,36.4,28.5,40.9,242.4,144.2,136,34.6,5.4,27.8,205,49.7,2.21
05-12-2010,25.6,23.2,46.5,49.9,103.2,152.9,53,3.9,18.6,760,15.6,2.35
06-12-2010,26.1,19.7,87.5,184.7,70.5,178.8,39.3,4.3,8.2,469,38.4,1.33
07-12-2010,37.6,27.2,45.8,9.9,120.4,40.4,62.4,2.1,24.5,898,22.6,1.53
08-12-2010,30.7,22.7,64.5,214.8,51.2,196.7,60,2.7,7.9,625,22.5,0.8
09-12-2010,39.8,20.3,85.5,115.1,132,147.4,58.2,5.4,20.1,791,46.4,2.67
10-12-2010,38.5,17.2,46.4,224.4,90.7,186.4,24.5,4.9,16,438,25.4,1.27
11-12-2010,42.6,22.6,63.3,51.3,82.3,113.4,22.4,5.3,6.9,356,9.6,2.21
12-12-2010,27.3,22.9,66.1,145.4,116.8,83.6,58.4,3.1,5,373,5.2,1.14
13-12-2010,32.7,15.9,69.6,7.3,140.1,160,58.9,4.5,13.9,296,8.2,0.62
14-12-2010,40.8,22.6,86.1,153.4,24,174.6,36.7,2.3,15.5,647,6,1.89
15-12-2010,32.1,26.5,77,281.4,125.4,178.2,26.2,2.9,19.5,479,19.7,2.39
16-12-2010,39.4,24.5,59.4,105.9,65.3,47.7,63.1,4.1,19.7,986,27.1,3
17-12-2010,39.5,28.3,47.4,70.1,22.9,136.1,41.5,4.7,11.5,921,44,2.42
18-12-2010,43.6,28.2,80.7,231.7,17.9,35.6,59.8,5.8,18.9,209,8.2,1.48
19-12-2010,25.3,19.1,82.9,8.5,33.3,144.8,39.8,5.8,8.4,628,27.8,2.18
20-12-2010,41.1,20.9,41.6,219.7,68.2,26.6,13,5.7,20.1,846,43.1,2.67
21-12-2010,38.3,29.7,70.6,121.2,62.9,71.1,70.8,4.5,10.5,347,27.4,0.51
22-12-2010,36,27.5,50.6,99.9,33.3,103.1,55.3,4.1,8,468,18.7,2.12
23-12-2010,26.7,23.5,40.3,234.8,28.5,39.9,55.3,4.6,11.3,434,36.5,1.99
24-12-2010,38,27.1,62.1,159.1,107,73.3,62.2,5.7,25.5,451,16.5,0.74
25-12-2010,36.9,26,82.7,218.7,133.1,139.1,16.2,5.5,28.2,484,40.5,2.17
26-12-2010,25.6,26.1,41.7,19.9,92.1,89.6,20.6,4.3,28.8,350,32.7,2.12
27-12-2010,25.5,16.7,58.8,42.7,17.7,119.8,63.1,3.3,23.1,946,37.6,1.03
28-12-2010,27.1,20.5,57.6,193.7,122.6,148.8,35.9,2.1,11.4,755,12.3,2.6
29-12-2010,37,19,67.2,55.1,38.6,134,63.7,4.9,21.7,716,28.4,2.56
30-12-2010,40.5,15.7,64.7,166.7,45.3,108.5,13.3,2.4,15,508,17.7,0.89
31-12-2010,41.8,29.6,54.3,34.9,44.4,69.7,49.8,3.9,12.1,314,20.1,2.53
01-01-2011,31.5,27.8,82.1,279.2,89.4,59.1,58.6,3.5,16.1,380,43,2.72
02-01-2011,33.4,20.2,53.9,280.6,34.1,179.9,27.3,3.7,21.7,371,44.5,0.85
03-01-2011,29.9,22.7,49.5,257.3,128,26.2,14.1,4.2,9,167,44.9,0.93
04-01-2011,27.4,18.1,40.8,168.9,106.3,105.3,30.7,5,18,155,39.7,1.07
05-01-2011,39.3,20.4,79.7,97.5,94.8,55.4,60.2,2.8,5.1,872,47.7,1.9
06-01-2011,31.1,27.6,42,92.3,31.6,101.7,41.5,3.8,13.9,626,14.2,1.68
07-01-2011,36.8,21.3,61.3,186.3,52.2,169.2,26.1,5.6,27.8,442,5.3,2.85
08-01-2011,27.9,23.4,70.3,24,140.8,194.6,69.6,3.3,15.6,178,10,2.93
09-01-2011,40,19.4,50.5,210.5,109.6,62.8,44,4.6,18.4,366,42.4,0.76
10-01-2011,33.5,22.1,83.2,30.9,57,182,14.3,2.5,14.1,745,5.5,2
11-01-2011,32.8,27.7,72.9,109,121.7,105.7,68.4,4.5,13.7,856,10.6,1.48
12-01-2011,30.5,22.9,50.3,282.5,138.8,146.9,61,5.3,6.1,904,40.9,2.37
13-01-2011,30.8,21.3,79.8,66.6,78.4,34.1,55.8,4.2,25.4,210,36.6,2.83
14-01-2011,40.4,20.1,42.4,159.2,111.6,185.7,17.6,3.2,18.2,751,20.8,1.96
15-01-2011,45,21.2,43.5,266.2,125.6,126.7,23.2,5.2,20,285,35.7,0.56
16-01-2011,34.9,23.2,87.2,229.3,21.2,143.8,51.2,4.2,25.1,515,21.4,0.83
17-01-2011,25.3,29,76.1,174.4,144.1,175.1,60.9,4.8,26.7,249,11.4,1.54
18-01-2011,25.3,25,54,51.7,68.5,89.7,58.3,5.1,12.6,282,23.8,1.17
19-01-2011,32.9,26.5,79.3,231.1,13.5,77,20.3,5.1,17.1,748,14,2.82
20-01-2011,40,21.2,82.2,30.8,45.2,185.2,63.1,4.5,25.4,520,34.5,0.57
21-01-2011,40.3,26.4,45.1,196,146.5,126.6,55,5.2,21.1,200,17.2,0.88
22-01-2011,27.9,27.2,76,27.1,15.2,50.8,71.9,4.2,21.5,747,40.7,0.7
23-01-2011,32.1,24.7,50.4,289.3,90,198.9,36.7,2.9,24.3,845,11.6,1.41
24-01-2011,25.6,16.7,67,203.4,106.3,79.2,24.1,2.8,11,169,32.9,2.07
25-01-2011,29,20,58.5,137.2,117.1,75.3,57.5,5.7,19.2,763,49.6,0.65
26-01-2011,36.7,16.8,88,293,50.7,119.2,16.9,2.6,14.1,407,15.2,2.61
27-01-2011,44.6,16.9,68.4,217.5,46.9,127.6,53.1,5.9,13.8,811,31.5,1.65
28-01-2011,40.9,23.1,42.2,25.3,147.1,115.6,67.6,4.6,7.5,844,27.1,1.54
29-01-2011,29.1,19.1,85.4,104.8,81.2,45,10.4,4.8,28.8,888,36.7,1.72
30-01-2011,41.9,17.2,46.2,100.9,145.7,72.3,72.3,4.8,8.8,110,39.1,1.98
31-01-2011,42.1,28.5,55.1,230.2,27.2,99.5,28.8,3.1,17.5,273,17.8,1.34
01-02-2011,30.8,16.6,51.9,48,146.6,23.9,44.9,3.6,24.3,112,5.7,1.33
02-02-2011,38.8,16.7,53.2,243,139.6,166.4,46.4,2.1,19.4,253,28.9,2.82
03-02-2011,26.5,27.3,85.6,24.9,99,56.1,70.4,3.3,8.4,551,5.4,1.89
04-02-2011,30.8,15.7,48.2,102.9,27.2,154.4,33.7,4,16,233,47.9,1.43
05-02-2011,36.8,20.8,62.6,31.8,52.5,55.5,79.8,2.6,6.9,329,30,1.54
06-02-2011,32.3,22.3,47.7,51.3,101.7,183,41.3,2.9,10.8,875,12.5,2.11
07-02-2011,34.3,15.1,51.2,2.7,56.8,72.4,66.5,5.9,18.4,315,33.9,2.82
08-02-2011,34.9,21.7,52.1,12.4,34.1,47.2,48.9,4.8,15.2,997,39.6,1.49
09-02-2011,31.5,29.6,72.1,191.8,72.6,85.5,30.1,5.5,19.1,585,9.1,0.92
10-02-2011,40.3,18.3,79.3,221.2,83.2,150.8,63.9,3.5,29,888,33.7,0.6
11-02-2011,37.7,26.7,69,178.6,89.8,181.6,74.7,3.3,28.2,237,20.1,0.96
12-02-2011,31.5,26.1,77.6,222.6,23.5,34.7,44.4,2.8,23.8,732,49.2,0.8
13-02-2011,42.3,22,66.3,201.3,146.2,70.5,24.6,4.1,17.9,128,34.1,1.08
14-02-2011,43.9,16.6,56.3,288,89.7,89.1,60.1,4.3,17.7,479,28.8,2.23
15-02-2011,39.6,19.1,77.5,185,95.4,152.4,37.8,3.8,18.4,975,28.9,1.74
16-02-2011,36.8,26.6,41.5,204.6,148.8,85.8,61.7,2.9,16.9,886,20.5,2.82
17-02-2011,25.9,25.8,82.3,156.8,85.2,141,36.2,5.6,7.8,943,38.5,2.04
18-02-2011,44.7,20.2,52.8,265,91.6,62.3,17.9,4.6,8.3,885,7.5,1.22
19-02-2011,44.9,29.8,50.7,23.3,142.4,185.7,11.4,2.4,15.1,879,45.7,2.86
20-02-2011,34.5,26.5,69,196.8,121.2,123.2,49.1,3.7,9.8,531,22,1.07
21-02-2011,39.1,27.7,47.4,68.9,33.9,94.7,16,4.6,18.8,140,16.8,1.74
22-02-2011,38.7,22.8,77.7,132.3,64.8,76.7,51.3,6,20.6,498,45.3,2.97
23-02-2011,39.5,26.6,40,187.1,22.5,177.1,46.4,4.5,28.3,955,25.6,2.32
24-02-2011,25.5,15.4,54.2,136.3,100.2,161.6,25.2,5.7,10.4,625,13.4,1.94
25-02-2011,42.3,22.3,51.2,11.8,41.5,43.4,59.7,5.4,26.3,395,32.5,2.31
26-02-2011,28.7,27,62.8,267.1,117.7,71.7,69.2,2.3,23.5,235,30.6,0.69
27-02-2011,30.8,15.2,88.4,119.5,79.7,132.9,32.9,5.2,13.5,805,14.8,0.92
28-02-2011,34.4,16.5,54.1,69,65.3,188.4,15.3,2.5,29.5,158,46.2,2.2
01-03-2011,44.9,22.8,45.3,63.8,126.2,53.3,26.9,5.4,15.6,433,22.1,0.98
02-03-2011,32.9,16.2,76.9,76.6,108.7,58.8,53,4.2,6.2,871,34.4,2.11
03-03-2011,25.7,15.4,61.6,25.4,138.8,190.7,17.9,3.2,5.6,496,16.4,2.57
04-03-2011,43.1,19.4,81.3,270.6,25.2,195.2,66.1,4.3,29.9,456,24.4,2.93
05-03-2011,44.9,21.8,40.2,262.3,107.4,25.3,65.3,3.1,25.2,493,26.7,2.41
06-03-2011,42.1,26.1,63.1,156,118.9,147,76.6,5.6,19.6,832,44.6,2.69
07-03-2011,43.9,21.6,76.5,289.9,88.7,164.7,45.2,3.5,16.2,516,20,2.33
08-03-2011,29.8,27.9,71.9,74.1,125.6,118.8,47.6,3.3,24.8,576,34.9,1.75
09-03-2011,32.7,16.1,57.8,101,58.9,186.4,53.5,5.7,5.3,905,41.1,0.8
10-03-2011,26,28.9,47.9,205,129.1,67.2,25.5,4.7,10.6,130,23.6,1.79
11-03-2011,43.5,15.3,75,182.6,17.2,142.4,66,4.9,28,153,34,2.89
12-03-2011,28.2,25.5,60.4,152.8,117.9,142.5,37.9,2.6,11.1,385,32.6,1.96
13-03-2011,40.3,23.3,89.6,113.7,53.9,64.7,10.5,5.1,16.1,656,16,2.92
14-03-2011,30.4,20.8,60.5,251.6,146.7,149.7,68.3,2.1,5.4,650,48.3,0.99
15-03-2011,28.1,21.8,88.7,1.5,113.8,53.1,65.7,5.5,11.3,318,31.5,0.72
16-03-2011,43.8,19.9,47.1,133.7,110.8,47.5,45.8,4.4,7.8,986,40.6,2.36
17-03-2011,38.1,17.4,41.5,51.1,117.2,185.7,53,2.6,27,505,5,1
18-03-2011,44.3,18.9,45.6,295.8,125.1,171.3,20.2,5.2,27.4,801,47.1,1.71
19-03-2011,28.6,18.3,76,179.2,45.2,26.7,75.9,2.6,25.2,778,12.5,2.76
20-03-2011,43,23.7,54.6,162.2,111.3,178,56,4.8,7.1,585,5.4,0.87
21-03-2011,43.8,27.8,64.5,207.8,85.6,108.6,22.5,2.2,25.6,583,33.5,1.83
22-03-2011,36.6,24.4,56.4,290.2,127.7,76.7,27.8,5.6,8.7,230,35,0.88
23-03-2011,40.7,15.4,63.5,41.2,45,42,47.5,2.7,19.4,772,32,1.99
24-03-2011,30.4,28.8,81.6,106.5,99.8,69.9,38.4,4.2,25.5,789,29.3,2.82
25-03-2011,26.5,19,52.9,234.4,46.3,37.6,27.8,5.6,23.5,450,20.4,2.37
26-03-2011,31.6,19.5,61.9,194.8,142.8,189.4,16.3,2.4,28.8,581,5.1,1.3
27-03-2011,33.8,29.8,46.8,253.7,111.2,137.6,32.5,2.5,7.1,854,12.2,2.05
28-03-2011,39.3,27.3,57.6,185.4,107.5,52.5,31.6,5.8,30,821,7.7,0.58
29-03-2011,38.5,17.3,89.1,284.1,32,86.7,54.5,4.1,8.4,672,44.8,1.16
30-03-2011,40.1,29.1,70,255,114.8,196,61.3,5.2,14.7,460,23.1,1.43
31-03-2011,28.8,22.7,88.5,10.5,121.1,108.4,13.3,3.7,12.2,535,36.6,2.65
01-04-2011,35.7,18.7,60,266.9,119.1,157.3,76.5,2.3,8.2,239,40.2,2.61
02-04-2011,30.1,17.2,63.5,191.1,42.7,142.5,28.7,2.5,25.8,556,5,2.31
03-04-2011,37.5,17.1,84.8,12.4,138.3,82.4,33.9,2.6,28.3,976,23.8,1.96
04-04-2011,26.3,18.5,88.8,76,134.4,115,54.5,4.4,12.6,420,32.5,1.21
05-04-2011,29,26.1,69.1,242.1,53.8,136,14.9,2.2,6.1,787,32.4,2.91
06-04-2011,35,15.6,53.1,87.3,102.9,173.1,27.8,2.3,24.2,767,36.6,1.71
07-04-2011,25.4,24.7,52.7,108.2,37.3,156.5,30.4,4.7,18.4,213,26.3,0.52
08-04-2011,32,25.2,87.3,192.3,125.7,185.1,67.9,2.4,25,393,43.6,1.43
09-04-2011,39.2,24,68.3,264.8,18.8,103.8,50.2,2.2,5.4,920,37.3,1.27
10-04-2011,31,29.6,83.2,276.1,149.4,150.7,20.8,2.2,25.4,236,45.5,0.75
11-04-2011,43.8,18,55.8,174.8,107.6,65,39.2,2.6,15.8,489,25.8,1.44
12-04-2011,41.5,23.1,71.4,13.5,139.9,44.3,27.2,2.3,27,282,28.1,2.85
13-04-2011,36.1,20.2,77.6,182.4,84.1,155.3,10.1,4.9,10.1,666,21.7,0.78
14-04-2011,37.1,25.1,58.5,182,41.7,51.6,11.2,2.5,19.5,536,29.6,1.77
15-04-2011,35.9,26.1,79.9,38.6,67.1,186.1,45.5,4.9,5.7,959,23.8,0.94
16-04-2011,32.2,26.7,61.6,77.3,15.2,193,47.3,3.1,22.1,267,45.8,1.92
17-04-2011,37.3,17.7,62.5,119.6,117.2,40.1,69.6,2.9,15.1,572,33.3,2.41
18-04-2011,26.9,22.2,64.4,279.2,67.8,37.4,11.2,2.4,11.3,863,41.7,1.82
19-04-2011,29.1,25.3,84.1,298.8,26.4,58.8,43.8,2.6,9.6,124,38.1,2.82
20-04-2011,42.2,19.5,75.2,252.8,143.2,179.7,78.3,3.5,12.5,275,45.1,0.64
21-04-2011,33.4,18.8,79.6,105.4,104.5,149.7,77.3,2.6,9.8,930,37,2.17
22-04-2011,41.4,17.1,53.1,183.4,57.9,128.6,23.2,2.4,28.3,763,40.6,2.28
23-04-2011,41.2,29.7,59.4,187.4,22.3,91,57,3.5,19.6,452,26.9,1.27
24-04-2011,39.4,21.6,72.9,67.8,130.1,125.5,36.4,3.7,5.9,562,26.9,1.77
25-04-2011,35.7,22.4,74.3,18,68.5,135.1,32,2.9,27.4,103,37,0.9
26-04-2011,40.7,26.9,78,43.5,114.1,109.1,31.5,2.9,11.4,929,8.5,2.11
27-04-2011,27.6,17.2,40.1,68.5,35.8,82.2,76.1,3.8,10.7,806,26.8,1.89
28-04-2011,42.7,19.1,42.1,81.8,33.2,21.3,70.8,3.1,26,963,32,2.52
29-04-2011,26,25.1,63.1,168,64.9,119.3,30.7,4,6,581,36.9,1.21
30-04-2011,33.1,15.9,71.5,217.1,40.5,26.9,42.5,3,28.6,533,37.3,1.84
01-05-2011,31.5,29,62.8,194.8,24.1,195.5,58.6,3.6,11.7,330,14.1,2.73
02-05-2011,44.8,23.6,82.2,97.6,136.3,136,22.5,6,27.6,136,42.6,2.38
03-05-2011,25.6,22.3,77,129.4,74.6,25.6,43.6,5.4,10.1,854,43.5,2.08
04-05-2011,36.9,17.5,52.8,82.9,133.1,142.8,58.4,5.2,10.7,200,17.2,1.76
05-05-2011,31.4,21.6,59.5,176.4,120.3,127.6,12.3,2.7,19.8,513,9.8,2.99
06-05-2011,29,22.7,65.3,82,82.7,166,21.5,5.9,10,417,35.9,0.63
07-05-2011,38.5,15.4,62.8,93.1,46.9,171.2,47,3.2,12,496,5.8,1.91
08-05-2011,40.4,28.4,40.4,18.3,147.4,195.5,69.6,3.6,25.1,208,10.6,0.69
09-05-2011,35.6,21.1,50.3,119.7,57.8,101.3,67.5,4.7,14.2,207,23.8,1.7
10-05-2011,39.5,22.5,43,135.1,46.6,82.6,52.8,5.3,14.3,230,48.2,2.48
